,name,calories,carbohydrate,total_fat,protein,cluster,name_encoded
2764,Cranberry-Sauce-With-Port--Rosemary-and-Dried-Figs,218.7,42.5,0.1,0.6,1,72
2765,Cream-Biscuits,227.9,25.1,12.4,3.9,1,22
2766,Beef-Stroganoff-III,185.6,9.8,15.3,3.9,1,47
2767,Beef-in-Red-Wine,156.0,16.2,3.4,4.4,1,47
2768,Dutch-Meatloaf,120.4,21.6,2.0,4.3,1,412
2769,Old-Fashioned--Chicken-Salad,169.0,31.3,4.1,5.0,1,218
2770,Escalloped-Potatoes,165.1,24.1,6.1,4.1,1,2663
2771,Asparagus-with-Toasted-Pine-Nuts---Lemon-Vinaigrette,189.0,6.0,18.1,3.7,1,112
2772,Asparagus-Won-Tons,165.5,32.7,1.2,6.2,1,112
2773,Nat-s-Easy-Marinated-Asparagus,194.9,9.3,17.3,2.6,1,1362
2774,Armenian-Eggplant--Aubergine--Casserole,187.6,15.8,14.0,2.8,1,879
2775,Kalbsschnitzel-Mit-Feinen-Gemusen--Veal-Rounds---Vegetables-,118.4,3.0,11.7,2.1,1,2664
2776,Springtime-Potatoes,190.9,31.6,5.9,4.2,1,2667
2777,Lemon-Bars-II,106.9,18.8,3.4,1.1,1,37
2778,Strawberry-Angel-Fluff,154.6,35.6,0.1,3.6,1,68
2779,Schnittbohnensalat--Green-Bean-Salad-,192.8,21.6,12.2,4.6,1,2668
2780,Creme-de-Menthe-Brownies,181.0,24.0,9.1,1.4,1,714
2781,Rohkostsalat--Cabbage-Fruit-Salad-with-Sour-Cream-Dressing-,164.0,27.9,6.2,2.1,1,2670
2782,Rosy-Berry-Soup,202.3,34.2,0.2,0.9,1,1746
2783,Lemon-Butter,103.1,0.4,11.5,0.2,1,37
2784,Ozark-Mountains-Beef-Stew,138.0,20.9,5.8,3.1,1,2671
2785,Zinfandeli-s-Chicken-Tortilla-Soup---S-a--Express---Arlene-Light,205.5,20.4,10.1,10.9,1,2673
2786,5-Ingredient-Chocolate-Fudge,118.3,17.2,5.8,1.5,1,315
2787,Endive--Beet-and-Red-Onion-Salad,195.6,21.3,11.3,6.3,1,1141
2788,Oven-Bag-Rump-Roast,148.8,33.4,0.3,4.0,1,206
2789,Brie-En-Croute,200.6,16.8,13.2,3.7,1,535
2790,Tabbouleh-Salad,151.6,10.1,12.4,1.9,1,868
2791,Kalter-Kartoffelsalat--cold-Potato-Salad-,149.2,33.7,0.2,3.9,1,2676
2792,Filled-Berlin-Doughnuts--Bismarks-,106.9,9.8,6.7,2.0,1,226
2793,Warmer-Kartoffelsalat--Hot-Potato-Salad-,172.0,32.6,2.9,4.3,1,2679
2794,Beacon-Hill-Cookies,150.5,18.2,9.0,2.3,1,2680
2795,Rum-Eggnog-Sauce,127.4,7.8,9.1,2.1,1,262
2796,Smackin-Cracklin-Cornbread,134.2,24.9,2.4,4.2,1,2682
2797,Cooked-Wild-Rice,130.2,20.0,4.0,4.4,1,536
2798,Apricot-Sauce,118.5,30.3,0.2,0.7,1,163
2799,Country-Fried-Chicken-Steak-with-Cream-Gravy,201.7,39.8,1.6,6.2,1,348
2800,Flowerpots--Baked-Alaska-,116.1,18.1,4.0,2.6,1,2684
2801,Shake-It-and-Bake-It-Coating,207.7,44.4,1.6,5.9,1,306
2802,Snails-Cauderan---Escargots-a-la-Cauderan,151.5,4.9,11.6,2.6,1,1143
2803,Fruchtsalat-Mit-Nussen--Fruit-Salad-With-Nuts-,238.8,43.4,6.9,5.8,1,2686
2804,Saffron-Rice,115.5,15.2,4.7,2.7,1,936
2805,Buttermilk-Pecan-Pralines--Cook--Em-Horns-,117.9,20.9,4.2,0.7,1,217
2806,Snails-With-Frog-s-Legs---Escargots-Aux-Grenouilles,135.7,4.8,12.7,1.6,1,1143
2807,Peanut-Butter-Kisses,146.8,17.6,7.6,2.6,1,36
2808,Cinnamon-Baked-Apples,173.8,41.9,2.3,0.8,1,129
2809,Pipin--Hot-Bakery-Whole-Wheat-Tortillas,170.1,22.9,7.5,3.6,1,2691
2810,Hidden-Valley-Mix-for-Dressing-copycat-,119.9,16.4,2.3,9.0,1,1366
2811,Gin-Fizz,266.2,30.3,0.1,0.1,1,1367
2812,Corned-Beef-Hash,163.9,16.8,10.3,2.0,1,947
2813,Lima-Beans-Smitane,128.4,17.2,4.3,5.8,1,813
2814,Sesame-Cookies,114.1,9.2,8.2,1.5,1,227
2815,Chopped-Bean--quot--Liver--quot-,143.6,19.1,4.8,6.7,1,1369
2816,Peanut-Butter-Cream-Pie-II,206.1,19.8,12.9,4.1,1,36
2817,Oreo-Cookies,140.9,20.3,6.8,1.2,1,678
2818,Cherry-Nut-Bars,123.7,17.0,5.9,1.2,1,82
2819,Banana-Custard-Pudding,197.6,36.1,5.2,3.4,1,38
2820,Barbecue-Sauce,166.0,37.3,1.7,4.2,1,224
2821,Hot-Cross-Buns,168.9,33.4,2.7,3.3,1,43
2822,Herbed-Pumpkin-and-Split-Pea-Soup,179.4,25.6,4.6,10.3,1,219
2823,Granny-s-Broth--Cawl-Mam-gu--Welsh,170.5,38.6,0.6,4.6,1,743
2824,Brithyll-a-Chig-Moch--Trout-and-Bacon--Welsh,103.8,0.1,10.2,2.6,1,2695
2825,Cawl-Cennin-a-Hufen---Welsh-Cream-of-Leek-Soup,166.0,12.9,12.6,1.9,1,1751
2826,Fruit-Preserve-Bars,257.6,37.0,11.0,3.5,1,32
2827,Microwaved-Norwegian-Baked-Apples,152.8,24.9,6.7,1.3,1,2701
2828,Bogus-Cookies,152.4,19.2,8.1,2.3,1,2702
2829,Crumb-nut-Cheesecake-Crust,192.3,14.2,15.1,1.7,1,475
2830,Graham-Cracker-Cheesecake-Crust,166.6,20.4,9.2,1.2,1,564
2831,Salsa-Dip-II,123.4,21.2,4.0,4.8,1,69
2832,Rhubarb-Pie-II,190.1,39.1,4.0,1.0,1,156
2833,Brittany-Mixed-Fish-Soup,177.9,31.8,4.5,3.8,1,2703
2834,Hungarian-Goulash-Soup,190.0,22.3,10.8,3.0,1,711
2835,Another-Bean-Salad,160.5,35.3,0.3,4.6,1,556
2836,Antipasto,104.3,15.1,3.2,5.9,1,643
2837,Creamy-Artichoke-Soup,199.8,17.9,12.3,8.1,1,59
2838,Bailey-s-Bouillabaisse--Fish-Stew-,162.5,20.3,0.9,18.4,1,983
2839,Batter-Rolls,153.8,24.0,4.4,4.2,1,692
2840,Bean-and-Garlic-Dip,123.9,22.8,0.6,7.8,1,19
2841,Black-Bean-Soup-With-Sour-Cream-and-Mango-Salsa,112.3,14.4,4.3,4.5,1,66
2842,Blue-Cheese-Salad,160.9,4.6,13.6,6.6,1,246
2843,Bran-Muffins,124.3,29.2,0.8,3.6,1,173
2844,Broccoli-and-Mushrooms-in-Oyster-Sauce,132.0,13.6,7.6,6.3,1,40
2845,Brussels-Sprouts-with-Balsamic-Vinegar,105.5,10.5,6.5,3.1,1,565
2846,Cafe-Mexicano,122.7,17.7,1.0,0.3,1,715
2847,Caramelized-Carnitas,178.4,4.5,12.2,11.8,1,467
2848,Carrot-or-Zucchini-Muffins,112.5,20.8,3.1,2.8,1,81
2849,Carrots-Glacees,179.4,25.3,8.9,1.4,1,147
2850,Cheddar-Cheese-Casserole-Bread,177.9,22.4,6.5,7.0,1,168
2851,Chicken-and-Fresh-Vegetable-Provencale,185.5,13.1,7.3,17.9,1,7
2852,Chicken-Marinade,130.8,7.8,10.9,1.7,1,7
2853,Chicken-Pate,102.6,2.1,8.7,3.5,1,7
2854,Chocolate-Brownies--Low-Cal,109.9,15.7,5.6,2.8,1,6
2855,Coq-Au-Vin-II,165.8,6.5,6.9,16.7,1,2708
2856,Crab-and-Avocado-Cocktail,152.1,8.1,10.5,8.6,1,191
2857,Curried-Chicken,201.4,17.4,7.1,17.1,1,155
2858,Classic-Dutch-Apple-Cake,172.1,39.1,0.4,4.0,1,394
2859,Easy-Shortbread,131.2,14.3,7.8,1.2,1,24
2860,Fresh-Fruit-Frappe,105.5,26.3,0.4,1.2,1,125
2861,Rau-Muong-Xao--made-with-Spinach-,171.4,6.0,12.1,9.9,1,2710
2862,Grand-Marnier-Marmalade,162.6,41.7,0.5,3.0,1,780
2863,Guacamole-With-Mayonnaise--IIi--Adopted-,139.2,9.5,11.8,1.9,1,198
2864,Hearty-Vegetable-Soup,183.2,35.3,1.1,10.2,1,237
2865,Homemade-Croutons,222.3,32.8,7.8,5.1,1,136
2866,Hot-Cheddar-Bean-Dip,143.2,16.2,5.1,8.9,1,43
2867,Hot-Potato-and-Broccoli-Salad,211.6,29.6,9.4,4.5,1,43
2868,Saucy-Jerk-Chicken,216.9,19.4,14.2,4.0,1,822
2869,Kale-and-Potato-Soup,225.7,40.1,5.7,7.9,1,1090
2870,Leek-and-Potato-Gratin,205.2,29.9,6.3,7.9,1,419
2871,Liver-with-Onions---Sage,113.7,7.6,9.2,1.3,1,880
2872,Maple-Glazed-Carrots,179.8,25.0,9.0,1.5,1,241
2873,Martini-Steak,132.7,2.8,13.7,0.4,1,716
2874,Meringue-Tarts-With-Strawberries,105.0,25.2,0.0,1.4,1,1043
2875,Mexican-Style-Shrimp-Cocktail,123.3,6.6,9.8,4.4,1,87
2876,Mini-Cheesecakes,141.6,11.7,9.6,2.6,1,612
2877,Mushroom-Strudel,115.0,8.1,8.0,3.4,1,60
2878,Not-Yo-Ordinary-Nachos,171.4,0.5,14.1,10.6,1,644
2879,Onion-Rings,209.1,39.7,2.8,7.0,1,53
2880,Orange-Baked-Chicken-II,174.9,11.4,6.9,16.1,1,34
2881,Pasta-Salad,183.7,29.2,3.9,8.7,1,25
2882,Peanut-Butter-Rocky-Road,113.5,12.3,6.9,2.3,1,36
2883,Sweet-Potatoes-in-Tangy-Sauce,196.4,46.1,1.2,1.3,1,28
2884,Phipps-Famous-Shortbread,187.7,17.5,13.5,1.6,1,2715
2885,Pina-Colada-II,106.6,4.9,2.5,0.5,1,450
2886,Pina-Colada-Sorbet,134.8,24.8,2.7,0.4,1,450
2887,Pineapple-Bran-Whole-Wheat-Muffins,114.4,16.3,5.4,2.9,1,73
2888,Poppy-Seed-Oatmeal-Bread,112.5,21.4,1.5,4.1,1,379
2889,Potato-Farls--irish-,156.8,24.3,5.3,3.1,1,11
2890,Potato-Pancakes-German-Style,136.2,26.2,1.6,4.8,1,11
2891,Garlic-Potatoes,182.7,39.7,1.1,4.8,1,33
2892,Red-Wine-Marinade-for-Beef,174.8,1.2,18.2,0.1,1,48
2893,Rhubarb-Pecan-Muffins,227.8,31.8,10.1,3.5,1,156
2894,Salsa--Low-Cal-,109.4,23.7,1.3,5.0,1,69
2895,Sangria,114.4,10.3,0.1,0.1,1,566
2896,Sangria-Blanco,151.0,22.1,0.2,0.6,1,566
2897,Chicken-Coconut-Satay-Skewers,124.8,3.7,6.6,12.3,1,7
2898,Crispy-Scalloped-Potatoes,171.8,26.9,4.9,5.7,1,350
2899,Scotch-Apple-Pudding,173.3,38.6,1.4,3.9,1,2717
2900,Shortbread,138.2,11.9,9.4,1.7,1,260
2901,Skillet-Potato-Pie,137.2,29.1,0.5,4.4,1,302
2902,Sliced-Kiwi-and-Banana-with-Strawberry-Puree,188.5,47.4,0.8,1.9,1,1753
2903,Southwest-Smoothie,165.5,23.7,6.1,5.8,1,414
2904,Spicy-Szechuan-Sauteed-Chicken,206.9,4.8,15.7,11.6,1,52
2905,Steamed-Ginger-Rice-with-Snow-Peas,234.0,51.0,0.5,5.0,1,447
2906,Classic-Steamed-Rice,168.8,37.0,0.3,3.3,1,394
2907,Baked-Stuffed-Mushrooms-Caps,101.7,3.5,8.5,3.3,1,23
2908,Sweet-and-Sour-Red-Cabbage,149.7,20.6,7.1,3.9,1,28
2909,Teatime-Scones,163.4,21.1,7.0,3.7,1,2719
2910,Tomato-Bruschetta--Low-Cal,128.2,22.2,2.6,3.9,1,26
2911,Tomato-Cheese-Soup,100.1,6.8,6.9,3.9,1,26
2912,Topping--Low-Fat-Whipped,126.3,22.9,0.2,7.5,1,482
2913,Turkey-Soup,175.7,13.6,8.1,5.0,1,126
2914,Turkey-Stew-Island-Style,197.4,38.6,1.7,10.1,1,126
2915,Victory-Chocolate-Cake,260.9,39.8,11.1,3.3,1,2720
2916,Grilled-Chicken-Breasts-in-Raspberry-Vinegar-Marinade,203.8,3.2,13.8,16.2,1,83
2917,Chili-Con-Carrot,164.9,5.5,15.5,2.2,1,64
2918,Unstuffed-Mushroom-Dip,192.9,5.4,15.0,11.3,1,1079
2919,Creamed-Herring-Dip,132.2,4.9,12.1,1.9,1,341
2920,Cream-Cheese-and-Clam-Dip,154.7,2.8,13.7,5.4,1,22
2921,Saucy-Sardine-Dip,111.9,1.9,11.4,1.2,1,822
2922,Curried-Garlic-Dip,172.2,7.2,14.4,4.5,1,155
2923,Bye-Bye-Birdy-Curry-Dip,204.5,25.4,10.7,5.3,1,1755
2924,Splendiferous-Guacamole-With-Sour-Cream-Dip,177.6,11.4,15.4,2.3,1,2722
2925,Creamy-Avocado-With-Bacon-Dip--Guacamole-,141.1,5.6,13.2,2.1,1,59
2926,Brandied-Gorgonzola-Dip,186.6,3.0,16.9,5.4,1,735
2927,Siam-Dipping-Sauce,138.3,33.9,0.0,0.0,1,2723
2928,Spicy-Peanut-Yogurt-Dip,133.1,6.2,10.2,6.2,1,52
2929,Mango-Cream-Dip,134.9,1.0,13.5,2.9,1,185
2930,Banana-Bread-Dip,185.7,36.6,4.9,2.0,1,38
2931,Sesame-Butter,123.8,1.6,13.1,0.8,1,227
2932,Harvest-Time-Meatballs,136.4,9.5,8.8,7.4,1,519
2933,Hungarian-Meatballs,109.0,10.2,3.7,1.3,1,711
2934,Meatball-Stew,183.3,42.0,0.6,5.1,1,738
2935,Bavarian-Liverwurst-Dip,125.7,4.9,11.5,1.6,1,985
2936,Bourbon-Cream-Sauce,137.2,19.8,4.3,1.6,1,641
2937,Calabacitas,180.9,10.7,13.3,6.6,1,989
2938,Cheesecake-Cookies,156.7,17.5,8.9,2.1,1,159
2939,Corn-Chowder-V,174.2,25.4,6.5,6.5,1,35
2940,Creamy-Corn-Sauce,149.7,6.3,12.7,1.4,1,59
2941,Crumb-Crust,110.5,16.2,4.0,2.2,1,475
2942,Indonesian-Loempia-s,174.0,16.4,6.6,12.9,1,744
2943,Flour-Tortillas-II,190.4,31.9,4.7,4.3,1,545
2944,Frijoles-Refritos--Refried-Beans-,102.1,0.1,10.1,2.7,1,626
2945,Garlic-Mayonnaise-Dip,122.4,0.7,13.5,0.2,1,33
2946,Hearty-Vegetable-Beef--Stoup-,205.8,44.4,1.1,8.4,1,237
2947,Hotter-Than-Heck-Horseradish-Dip,168.4,4.3,16.1,2.6,1,1756
2948,Mexican-Chocolate-Sauce,160.8,18.4,10.1,1.6,1,87
2949,Mexican-Wedding-Cookies,106.4,9.6,7.1,1.4,1,87
2950,New-Mexico-Pinto-Beans,154.5,9.1,12.1,4.8,1,216
2951,Nuoc-Cham,187.0,42.4,0.2,5.1,1,1340
2952,Open-Sesame-Ginger-Dip,128.9,2.5,12.8,1.8,1,1371
2953,Orange-Ginger-Dip,172.3,4.2,16.2,3.3,1,34
2954,Chocolate-Marzipan-Slices--Mandulas-Szalami-,121.1,10.3,8.8,2.8,1,6
2955,Pork-Scallops-with-Lemon-and-Herbs,115.9,7.7,6.9,0.9,1,128
2956,Budwix-Cream,185.4,43.1,1.6,4.7,1,2731
2957,Overnight-Coffee-Cake,172.2,27.0,7.7,0.1,1,763
2958,Chicken-and-Sweet-Potatoes,237.8,43.3,5.7,4.4,1,7
2959,Crispy-Mustard-Chicken,180.6,5.0,10.1,17.1,1,350
2960,Double-Chocolate-Brownies,152.6,14.9,10.8,2.2,1,261
2961,Grilled-Lime-Chicken,159.5,1.7,6.7,15.3,1,83
2962,Marbled-Chocolate-Cheesecake--Low-Cal-,160.7,19.6,6.1,7.7,1,2732
2963,Just-Another-Chocolate-Cake,247.4,42.2,7.7,3.8,1,816
2964,Pierogies-with-Meat,243.3,40.2,5.8,6.6,1,1718
2965,Red-Beet-Salad,114.4,2.3,11.7,0.5,1,48
2966,Tomato-Beef,203.8,9.0,12.9,13.4,1,26
2967,Twin-Peaks-Martini,280.5,0.1,0.0,0.0,1,1759
2968,Tofu-and-Scallions,154.0,7.0,11.2,8.4,1,141
2969,Classic-Hot-Toddy,150.7,2.4,0.0,0.0,1,394
2970,Side-Car,171.7,2.6,0.0,0.1,1,723
2971,Cherry-Angel-Food-Cake---Homemade,134.1,30.1,0.1,3.1,1,82
2972,Bloody-Mary-II,158.7,13.2,0.2,2.2,1,865
2973,Trail-Mix,196.8,27.5,9.2,5.8,1,1151
2974,Vinegar-slithered-Green-Cabbage,165.6,21.0,7.1,4.3,1,487
2975,Sweet-Potato-Raisin-Muffins,261.2,36.3,11.7,3.7,1,28
2976,Apple-Blueberry-Crisp,181.4,36.5,3.7,2.5,1,20
2977,Roasted-Rosemary-Skewered-Figs,164.9,42.3,0.6,1.2,1,49
2978,Pistachio-White-Chocolate-Chip-Cookies,180.0,20.2,10.4,2.5,1,539
2979,Kahlua-Almond-Biscotti,112.2,14.7,4.9,2.1,1,740
2980,Snickers-Bar---Ww,152.7,27.0,4.5,4.3,1,1152
2981,Low-Sodium-Salad-Dressing,200.3,18.7,14.5,0.1,1,51
2982,Pizza-Sauce,140.3,4.9,13.7,0.9,1,74
2983,Farina-Cookies,259.4,35.1,12.1,3.2,1,2736
2984,Lower-Cal-Buttermilk-Bacon-Spinach-Quiche,156.5,3.1,11.0,11.3,1,785
2985,Leontes--Fruit-punch,169.0,42.3,0.3,0.5,1,2737
2986,French-77,293.5,16.1,0.3,1.4,1,124
2987,Shirley-Temple-Black,123.3,6.1,0.1,0.0,1,1763
2988,Chickpea-Stew,172.9,36.3,1.7,7.5,1,304
2989,Spinach-Onion-Souffle,111.4,5.7,8.7,4.9,1,41
2990,Parmesan-Garlic-Dip,114.5,2.5,7.2,9.9,1,132
2991,Party-Rye-Rounds,189.9,2.9,14.8,10.6,1,259
2992,Bull-Shot,325.6,16.4,5.6,10.2,1,1764
2993,Baked-Acorn-Squash--amp--Brown-Sugar,112.4,29.2,0.2,1.7,1,23
2994,Chicken-Tortilla-Soup,187.1,12.6,7.2,18.8,1,7
2995,Baked-Mushroom-Casserole,216.1,16.9,12.7,11.7,1,23
2996,Mango-Pudding,117.0,22.3,2.1,3.6,1,185
2997,Delicious-Tomato-Sauce--Spaghetti-,127.3,15.2,7.3,3.4,1,272
2998,Cream-Cheese-Pecan-Tassies,118.7,11.3,7.8,1.3,1,22
2999,Orange-Julius,175.1,35.8,2.4,3.3,1,34
3000,Macaroni-Salad,144.7,24.6,2.4,5.7,1,131
3001,Quick-Cream-of-Potato-Soup,153.7,19.6,6.5,4.9,1,84
3002,Easy-Banana-Muffins,170.7,28.1,5.8,2.6,1,24
3003,Whipped-Cream-Icing,119.0,4.6,11.0,0.9,1,967
3004,10-Minute-Mushroom-Spaghetti-Sauce,155.3,6.8,14.0,2.6,1,682
3005,Marble-Brownies,150.6,18.6,8.2,2.5,1,1373
3006,Mousse-in-a-Minute,198.3,28.3,8.2,3.2,1,381
3007,Onigiri--Japanese-Rice-Balls-,203.2,44.9,0.3,3.7,1,2740
3008,Mediteranee-Cocktails,157.8,2.6,0.0,0.1,1,2741
3009,Italian-sausage-bread,164.4,2.0,13.0,9.4,1,92
3010,green-bean-quickie,126.9,21.2,3.3,6.3,1,44
3011,Tropical-Fruit-Muffins,203.6,36.6,5.7,2.8,1,293
3012,Mediterranean-Couscous,187.8,35.8,2.0,6.0,1,303
3013,Oliveau-Salad-Dressing,168.7,1.5,18.2,0.3,1,2743
3014,Vegetarian-Cake,272.8,42.2,9.7,4.9,1,158
3015,Indian-Rice-Pudding,198.0,30.7,6.0,5.9,1,291
3016,Awesome-Egg-Rolls,118.8,3.3,7.4,9.4,1,436
3017,Rava-Ladoos,186.7,35.5,3.7,3.1,1,1766
3018,Roomali-Paneer,123.6,14.7,7.2,2.3,1,2744
3019,Grandmom-Manghans-Banana-Oatmeal-Muffins,125.7,18.1,5.0,2.7,1,2745
3020,Margaret-Lefever-s-Bran-Muffins,176.0,29.8,5.5,3.5,1,1225
3021,Quick-Tava-Rice,242.4,33.4,10.7,3.4,1,84
3022,Tropical-fruit-salad-with-banana-cream,195.5,50.1,0.6,2.2,1,293
3023,Shabnam-Curry,119.4,11.8,7.2,3.3,1,2747
3024,Oatmeal-Cookies,115.0,14.7,6.0,1.5,1,70
3025,Fruit-Filled-Coffee-Cake,159.8,26.7,4.8,2.7,1,32
3026,Dirty-Martini,154.2,0.1,0.4,0.0,1,1059
3027,Lea-s-Tom-Ka-Kai-Soup,180.8,6.3,10.9,15.2,1,2748
3028,Pumpkin-Pancakes,112.0,15.4,4.4,3.5,1,56
3029,Molasses-Biscuits,193.9,27.6,8.1,3.0,1,508
3030,Creamy---Rich-Au-Gratin-Potatoes,212.1,18.8,12.6,6.7,1,59
3031,Sweet-Peanut-Butter-Cookies,146.5,16.2,8.2,3.1,1,28
3032,Bran-Muffins,161.7,28.6,4.9,3.6,1,173
3033,Granny-s-Sugar-Cookies,215.2,32.8,8.3,2.8,1,743
3034,Tabouli,192.4,16.3,14.1,3.4,1,1769
3035,Vegetable-Soup,158.9,36.0,0.4,4.5,1,31
3036,Grilled-Potatoes,256.5,35.2,11.8,4.3,1,83
3037,Betty-s-Biscuits-Supreme,245.6,26.5,13.8,3.9,1,1154
3038,Betty-s-Fumi-Salad,159.5,9.5,13.2,2.1,1,1154
3039,Mashed-Potato-Casserole,199.1,26.3,8.9,4.5,1,142
3040,Applesauce-Oat-Bran-Muffins,203.3,36.0,6.4,4.8,1,212
3041,Cranberry-Punch,123.2,30.8,0.2,0.3,1,72
3042,Fruited-Spring-Salad,184.1,20.6,9.8,6.2,1,1360
3043,Couscous-and-Sun-Dried-Tomatoes,209.2,37.4,3.7,6.0,1,215
3044,The-Best-Pasta-Salad,186.7,32.5,3.1,7.3,1,50
3045,Double-Strike,113.9,4.2,0.0,0.1,1,261
3046,Cape-Cod,213.6,19.8,0.2,0.2,1,1770
3047,Blue-Hawaiian,165.3,6.9,1.0,0.2,1,246
3048,Bronx,119.5,1.6,0.0,0.1,1,1771
3049,Big-Apple,356.8,27.8,0.3,0.9,1,557
3050,Black-Russian,175.1,8.2,0.1,0.0,1,66
3051,Bourbon-Fog,130.8,5.5,2.1,0.9,1,641
3052,Tom-Collins,247.0,11.6,0.3,1.3,1,898
3053,Cuba-Libre,194.0,18.8,0.2,0.6,1,2753
3054,Acapulco,150.9,13.4,0.1,0.5,1,1772
3055,Algonquin,154.1,3.7,0.0,0.1,1,2755
3056,Daiquiri,101.1,1.6,0.0,0.1,1,739
3057,Healthy-Oatmeal-Yogurt-Bran-Muffins,245.2,40.8,7.3,6.2,1,249
3058,American-Beauty,145.8,9.4,0.1,0.2,1,1375
3059,The-Daisy,158.2,12.1,0.2,0.7,1,50
3060,Brandy-Alexander,102.8,0.8,11.0,0.6,1,549
3061,Alaska,208.9,1.9,0.0,0.1,1,827
3062,Banana-Oat-Muffins,195.1,31.9,6.4,3.7,1,38
3063,Carrot-Snack-Cake,153.5,23.1,5.8,2.5,1,81
3064,Ambrosia,249.7,43.5,8.6,2.4,1,537
3065,Kanji,110.2,21.8,2.3,3.3,1,2757
3066,The-Gin-Fizz,266.2,30.3,0.1,0.1,1,50
3067,Ginger-Highball,164.0,0.0,0.0,0.0,1,98
3068,Everybody-s-Irish,117.7,1.0,0.4,0.0,1,2759
3069,Hot-Buttered-Rum,400.8,5.4,1.1,0.0,1,43
3070,Harvey-Wallbanger,138.7,0.0,0.0,0.0,1,1774
3071,Independence-Day-Punch,371.2,5.5,0.1,0.2,1,2761
3072,Irish-Coffee,127.6,4.2,0.1,0.6,1,172
3073,Long-Island-Iced-Tea,127.7,6.7,0.0,0.1,1,1156
3074,Mai-Tai,177.2,14.2,0.1,0.5,1,990
3075,Kangaroo--aka-Vodkatini-,104.0,0.0,0.0,0.0,1,2762
3076,Manhattan,213.3,2.1,0.0,0.0,1,825
3077,Sultani-Chops,159.3,9.8,6.1,15.6,1,2764
3078,Gimlet,112.7,0.0,0.0,0.0,1,2765
3079,Pudina--Mint--Roti,107.8,18.2,3.1,3.6,1,2766
3080,Fresh-Vegetable-Basil-Soup,201.6,24.7,8.6,8.4,1,125
3081,Tropical-Fruit-Salsa,143.7,36.9,0.7,1.8,1,293
3082,Jicama-Salad,116.6,13.5,6.9,1.3,1,649
3083,Mughlai-Phulgobi--Cauliflower-stuffed-with-solidified-milk--nuts-and-spices-,150.4,24.2,4.9,6.5,1,1775
3084,Chayote-and-Onions,122.5,9.8,9.3,1.5,1,1776
3085,Cherry-Pepper-Shooters,162.9,7.5,10.4,11.1,1,82
3086,Raisin-Cinnamon-Scones,159.1,26.8,4.8,3.1,1,110
3087,Mushrooms-la-Grecque,181.6,13.7,7.5,4.3,1,101
3088,Easy-Sweet-Peanut-Butter-Cookies,259.3,38.8,10.6,3.5,1,24
3089,Sweet-Sour-Cucumber-Salad,178.3,13.5,13.9,1.8,1,28
3090,Fresh-Tomatoes-in-Curd,159.2,26.4,3.5,7.8,1,125
3091,Strawberry-Salad,198.7,27.1,9.5,3.6,1,68
3092,Dahi-Luchi,118.3,21.8,1.8,3.2,1,1158
3093,Cinnamon-Cucumber-Rings,132.5,33.8,0.1,0.4,1,129
3094,Frijoles-Negros--Cuban-Black-Beans-,106.2,19.7,0.5,6.6,1,626
3095,Carol-s-Easy-Pita-Bread,173.9,36.2,0.5,5.3,1,1045
3096,Spinach-in-Spicy-Yoghurt--Palak-Raita-,156.8,9.9,10.4,7.2,1,41
3097,Thai-Sweet-Chili-Dipping-Sauce,104.9,25.6,0.4,1.9,1,253
3098,Rose-Lassi,164.3,30.2,3.3,3.5,1,1101
3099,Caramel-Coffee-Cake,242.2,30.5,12.2,3.1,1,120
3100,Hot-Dorito-Dip,159.2,5.3,10.2,11.6,1,43
3101,Stuffed-Swiss-Chard,218.7,26.3,11.6,4.9,1,61
3102,Creamy-Spaghetti-Sauce,173.3,7.1,10.8,11.7,1,59
3103,Potato-Mushroom-Casserole,175.2,12.7,12.4,4.7,1,11
3104,Liquid-Green-Fire-Hot-Sauce,193.7,39.0,4.0,7.5,1,1650
3105,Marinated-Veggie-Kebabs,144.8,19.1,7.4,3.4,1,144
3106,Sweet-Potato-Pudding,267.8,51.1,7.8,1.1,1,28
3107,Green-Bean-Casserole,227.7,15.9,14.1,10.7,1,44
3108,Hot-Fudge-Pudding-Cake,250.1,49.1,5.5,3.9,1,43
3109,Pain-de-Mie--Pullman-Bread-,156.0,23.6,5.2,4.2,1,2774
3110,Julia-Child-s-White-Bread,230.0,42.8,3.5,6.0,1,2777
3111,Mango-Daiquiri,183.5,14.6,0.1,0.3,1,185
3112,Vegan-Corn-Dogs,114.7,19.4,3.1,2.6,1,190
3113,Tex-mex-Dip,179.6,12.2,13.4,5.4,1,480
3114,Popeye-s-favorite,146.7,8.8,11.8,4.7,1,1777
3115,My-Flour-Tortillas,227.6,32.0,8.9,4.3,1,285
3116,Vegetarian-White-Bean-Soup,189.4,32.3,4.9,5.5,1,158
3117,Best-Corn-Chowder-with-Bacon,215.8,26.5,9.9,7.2,1,108
3118,Chocolate-Krispies,190.2,33.6,7.7,2.3,1,6
3119,Quick-Elephant-Ears,210.9,45.8,2.3,2.5,1,84
3120,Curried-Chicken-and-Peach-Salad,139.4,23.6,4.5,4.8,1,155
3121,Nutty-Bacon-Coleslaw,177.4,4.3,15.9,5.7,1,563
3122,Cherry-Cheese-Flakies,194.1,21.3,11.4,2.0,1,82
3123,old-fashioned-cheesecakes,186.1,18.2,11.6,2.5,1,218
3124,Banana-Split,135.8,14.7,8.3,1.5,1,38
